typecode,freqcode,refperiodid,refyear,refmonth,period,reportercode,reporteriso,reporterdesc,flowcode,flowdesc,partnercode,partneriso,partnerdesc,partner2code,partner2iso,partner2desc,classificationcode,classificationsearchcode,isoriginalclassification,cmdcode,cmddesc,aggrlevel,isleaf,customscode,customsdesc,moscode,motcode,motdesc,qtyunitcode,qtyunitabbr,qty,isqtyestimated,altqtyunitcode,altqtyunitabbr,altqty,isaltqtyestimated,netwgt,isnetwgtestimated,grosswgt,isgrosswgtestimated,cifvalue,fobvalue,primaryvalue,legacyestimationflag,isreported,isaggregate
C,M,20210401,2021,4,202104,818,EGY,Egypt,M,Import,380,ITA,Italy,0,W00,World,H4,HS,True,710811,"Metals; gold, non-monetary, powder",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,0.012,True,-1,,0,False,0.012,True,0,False,697.323,0.0,697.323,6,True,False
C,M,20210401,2021,4,202104,818,EGY,Egypt,M,Import,124,CAN,Canada,0,W00,World,H4,HS,True,710812,"Metals; gold, non-monetary, unwrought (but not powder)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,97.776,True,-1,,0,False,97.776,True,0,False,5532920.0,0.0,5532920.0,6,True,False
C,M,20210401,2021,4,202104,818,EGY,Egypt,X,Export,124,CAN,Canada,0,W00,World,H4,HS,True,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,722.74,True,-1,,0,False,722.74,True,0,False,0.0,40600360.99,40600360.99,6,False,True
C,M,20210401,2021,4,202104,854,BFA,Burkina Faso,X,Export,699,IND,India,0,W00,World,H5,HS,True,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,881.0,False,8,kg,881,False,881.0,False,0,False,0.0,50643661.571,50643661.571,0,False,True
C,M,20210401,2021,4,202104,818,EGY,Egypt,X,Export,124,CAN,Canada,0,W00,World,H4,HS,True,710812,"Metals; gold, non-monetary, unwrought (but not powder)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,722.74,True,-1,,0,False,722.74,True,0,False,0.0,40600360.99,40600360.99,6,True,False
C,M,20210401,2021,4,202104,854,BFA,Burkina Faso,X,Export,699,IND,India,0,W00,World,H5,HS,True,710813,"Metals; gold, semi-manufactured",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,881.0,False,8,kg,881,False,881.0,False,0,False,0.0,50643661.571,50643661.571,0,True,False
C,M,20210501,2021,5,202105,818,EGY,Egypt,M,Import,380,ITA,Italy,0,W00,World,H4,HS,True,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,33.29,True,-1,,0,False,33.29,True,0,False,1563019.5,0.0,1563019.5,6,False,True
C,M,20210501,2021,5,202105,818,EGY,Egypt,M,Import,380,ITA,Italy,0,W00,World,H4,HS,True,710813,"Metals; gold, semi-manufactured",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,33.29,True,-1,,0,False,33.29,True,0,False,1563019.5,0.0,1563019.5,6,True,False
C,M,20210501,2021,5,202105,818,EGY,Egypt,X,Export,124,CAN,Canada,0,W00,World,H4,HS,True,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,939.046,True,-1,,0,False,939.046,True,0,False,0.0,52751481.74,52751481.74,6,False,True
C,M,20210501,2021,5,202105,854,BFA,Burkina Faso,X,Export,251,FRA,France,0,W00,World,H5,HS,True,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,3.0,False,8,kg,3,False,3.0,False,0,False,0.0,157147.986,157147.986,0,False,True
C,M,20210501,2021,5,202105,818,EGY,Egypt,X,Export,124,CAN,Canada,0,W00,World,H4,HS,True,710812,"Metals; gold, non-monetary, unwrought (but not powder)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,939.046,True,-1,,0,False,939.046,True,0,False,0.0,52751481.74,52751481.74,6,True,False
C,M,20210501,2021,5,202105,854,BFA,Burkina Faso,X,Export,251,FRA,France,0,W00,World,H5,HS,True,710812,"Metals; gold, non-monetary, unwrought (but not powder)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,3.0,False,8,kg,3,False,3.0,False,0,False,0.0,157147.986,157147.986,0,True,False
C,M,20210601,2021,6,202106,818,EGY,Egypt,M,Import,124,CAN,Canada,0,W00,World,H4,HS,True,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,98.195,True,-1,,0,False,98.195,True,0,False,5556622.5,0.0,5556622.5,6,False,True
C,M,20210601,2021,6,202106,818,EGY,Egypt,M,Import,392,JPN,Japan,0,W00,World,H4,HS,True,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,0.139,True,-1,,0,False,0.139,True,0,False,6526.953,0.0,6526.953,6,False,True
C,M,20210601,2021,6,202106,818,EGY,Egypt,M,Import,124,CAN,Canada,0,W00,World,H4,HS,True,710812,"Metals; gold, non-monetary, unwrought (but not powder)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,98.195,True,-1,,0,False,98.195,True,0,False,5556622.5,0.0,5556622.5,6,True,False
C,M,20210601,2021,6,202106,818,EGY,Egypt,M,Import,392,JPN,Japan,0,W00,World,H4,HS,True,710813,"Metals; gold, semi-manufactured",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,0.139,True,-1,,0,False,0.139,True,0,False,6526.953,0.0,6526.953,6,True,False
C,M,20210601,2021,6,202106,818,EGY,Egypt,X,Export,124,CAN,Canada,0,W00,World,H4,HS,True,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1233.731,True,-1,,0,False,1233.731,True,0,False,0.0,69305565.96,69305565.96,6,False,True
C,M,20210601,2021,6,202106,854,BFA,Burkina Faso,X,Export,251,FRA,France,0,W00,World,H5,HS,True,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,3.0,False,8,kg,3,False,3.0,False,0,False,0.0,145045.544,145045.544,0,False,True
C,M,20210601,2021,6,202106,818,EGY,Egypt,X,Export,124,CAN,Canada,0,W00,World,H4,HS,True,710812,"Metals; gold, non-monetary, unwrought (but not powder)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1233.731,True,-1,,0,False,1233.731,True,0,False,0.0,69305565.96,69305565.96,6,True,False
C,M,20210601,2021,6,202106,854,BFA,Burkina Faso,X,Export,251,FRA,France,0,W00,World,H5,HS,True,710812,"Metals; gold, non-monetary, unwrought (but not powder)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,3.0,False,8,kg,3,False,3.0,False,0,False,0.0,145045.544,145045.544,0,True,False
C,M,20210701,2021,7,202107,818,EGY,Egypt,M,Import,124,CAN,Canada,0,W00,World,H4,HS,True,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,90.775,True,-1,,0,False,90.775,True,0,False,5136735.0,0.0,5136735.0,6,False,True
C,M,20210701,2021,7,202107,818,EGY,Egypt,M,Import,124,CAN,Canada,0,W00,World,H4,HS,True,710812,"Metals; gold, non-monetary, unwrought (but not powder)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,90.775,True,-1,,0,False,90.775,True,0,False,5136735.0,0.0,5136735.0,6,True,False
C,M,20210701,2021,7,202107,818,EGY,Egypt,X,Export,124,CAN,Canada,0,W00,World,H4,HS,True,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,943.812,True,-1,,0,False,943.812,True,0,False,0.0,53019230.44,53019230.44,6,False,True
C,M,20210701,2021,7,202107,854,BFA,Burkina Faso,X,Export,380,ITA,Italy,0,W00,World,H5,HS,True,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,6.0,False,8,kg,6,False,6.0,False,0,False,0.0,329155.24,329155.24,0,False,True
C,M,20210701,2021,7,202107,854,BFA,Burkina Faso,X,Export,699,IND,India,0,W00,World,H5,HS,True,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,379.0,False,8,kg,379,False,379.0,False,0,False,0.0,21954821.436,21954821.436,0,False,True
C,M,20210701,2021,7,202107,818,EGY,Egypt,X,Export,124,CAN,Canada,0,W00,World,H4,HS,True,710812,"Metals; gold, non-monetary, unwrought (but not powder)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,943.812,True,-1,,0,False,943.812,True,0,False,0.0,53019230.44,53019230.44,6,True,False
C,M,20210701,2021,7,202107,854,BFA,Burkina Faso,X,Export,380,ITA,Italy,0,W00,World,H5,HS,True,710813,"Metals; gold, semi-manufactured",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,6.0,False,8,kg,6,False,6.0,False,0,False,0.0,329155.24,329155.24,0,True,False
C,M,20210701,2021,7,202107,854,BFA,Burkina Faso,X,Export,699,IND,India,0,W00,World,H5,HS,True,710813,"Metals; gold, semi-manufactured",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,379.0,False,8,kg,379,False,379.0,False,0,False,0.0,21954821.436,21954821.436,0,True,False
C,M,20210801,2021,8,202108,818,EGY,Egypt,M,Import,124,CAN,Canada,0,W00,World,H4,HS,True,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,103.407,True,-1,,0,False,103.407,True,0,False,5851589.5,0.0,5851589.5,6,False,True
C,M,20210801,2021,8,202108,818,EGY,Egypt,M,Import,156,CHN,China,0,W00,World,H4,HS,True,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,0.001,True,-1,,0,False,0.001,True,0,False,51.0,0.0,51.0,6,False,True
C,M,20210801,2021,8,202108,818,EGY,Egypt,M,Import,124,CAN,Canada,0,W00,World,H4,HS,True,710812,"Metals; gold, non-monetary, unwrought (but not powder)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,103.407,True,-1,,0,False,103.407,True,0,False,5851589.5,0.0,5851589.5,6,True,False
C,M,20210801,2021,8,202108,818,EGY,Egypt,M,Import,156,CHN,China,0,W00,World,H4,HS,True,710813,"Metals; gold, semi-manufactured",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,0.001,True,-1,,0,False,0.001,True,0,False,51.0,0.0,51.0,6,True,False
C,M,20210801,2021,8,202108,818,EGY,Egypt,X,Export,124,CAN,Canada,0,W00,World,H4,HS,True,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,934.496,True,-1,,0,False,934.496,True,0,False,0.0,52495892.59,52495892.59,6,False,True
C,M,20210801,2021,8,202108,854,BFA,Burkina Faso,X,Export,251,FRA,France,0,W00,World,H5,HS,True,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,3.0,False,8,kg,3,False,3.0,False,0,False,0.0,136859.225,136859.225,0,False,True
C,M,20210801,2021,8,202108,854,BFA,Burkina Faso,X,Export,699,IND,India,0,W00,World,H5,HS,True,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,859.0,False,8,kg,859,False,859.0,False,0,False,0.0,49650075.728,49650075.728,0,False,True
C,M,20210801,2021,8,202108,818,EGY,Egypt,X,Export,124,CAN,Canada,0,W00,World,H4,HS,True,710812,"Metals; gold, non-monetary, unwrought (but not powder)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,934.496,True,-1,,0,False,934.496,True,0,False,0.0,52495892.59,52495892.59,6,True,False
C,M,20210801,2021,8,202108,854,BFA,Burkina Faso,X,Export,251,FRA,France,0,W00,World,H5,HS,True,710813,"Metals; gold, semi-manufactured",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,3.0,False,8,kg,3,False,3.0,False,0,False,0.0,136859.225,136859.225,0,True,False
C,M,20210801,2021,8,202108,854,BFA,Burkina Faso,X,Export,699,IND,India,0,W00,World,H5,HS,True,710813,"Metals; gold, semi-manufactured",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,859.0,False,8,kg,859,False,859.0,False,0,False,0.0,49650075.728,49650075.728,0,True,False
C,M,20210901,2021,9,202109,818,EGY,Egypt,M,Import,124,CAN,Canada,0,W00,World,H4,HS,True,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,96.882,True,-1,,0,False,96.882,True,0,False,5482344.0,0.0,5482344.0,6,False,True
C,M,20210901,2021,9,202109,818,EGY,Egypt,M,Import,124,CAN,Canada,0,W00,World,H4,HS,True,710812,"Metals; gold, non-monetary, unwrought (but not powder)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,96.882,True,-1,,0,False,96.882,True,0,False,5482344.0,0.0,5482344.0,6,True,False
C,M,20210901,2021,9,202109,818,EGY,Egypt,X,Export,124,CAN,Canada,0,W00,World,H4,HS,True,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1424.616,True,-1,,0,False,1424.616,True,0,False,0.0,80028668.7,80028668.7,6,False,True
C,M,20210901,2021,9,202109,854,BFA,Burkina Faso,X,Export,380,ITA,Italy,0,W00,World,H5,HS,True,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,9.0,False,8,kg,9,False,9.0,False,0,False,0.0,570828.028,570828.028,0,False,True
C,M,20210901,2021,9,202109,854,BFA,Burkina Faso,X,Export,699,IND,India,0,W00,World,H5,HS,True,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,541.0,False,8,kg,541,False,541.0,False,0,False,0.0,31001415.127,31001415.127,0,False,True
C,M,20210901,2021,9,202109,818,EGY,Egypt,X,Export,124,CAN,Canada,0,W00,World,H4,HS,True,710812,"Metals; gold, non-monetary, unwrought (but not powder)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1424.616,True,-1,,0,False,1424.616,True,0,False,0.0,80028668.7,80028668.7,6,True,False
C,M,20210901,2021,9,202109,854,BFA,Burkina Faso,X,Export,380,ITA,Italy,0,W00,World,H5,HS,True,710813,"Metals; gold, semi-manufactured",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,9.0,False,8,kg,9,False,9.0,False,0,False,0.0,570828.028,570828.028,0,True,False
C,M,20210901,2021,9,202109,854,BFA,Burkina Faso,X,Export,699,IND,India,0,W00,World,H5,HS,True,710813,"Metals; gold, semi-manufactured",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,541.0,False,8,kg,541,False,541.0,False,0,False,0.0,31001415.127,31001415.127,0,True,False
C,M,20211001,2021,10,202110,818,EGY,Egypt,M,Import,124,CAN,Canada,0,W00,World,H4,HS,True,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,105.066,True,-1,,0,False,105.066,True,0,False,5945461.5,0.0,5945461.5,6,False,True
C,M,20211001,2021,10,202110,818,EGY,Egypt,M,Import,124,CAN,Canada,0,W00,World,H4,HS,True,710812,"Metals; gold, non-monetary, unwrought (but not powder)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,105.066,True,-1,,0,False,105.066,True,0,False,5945461.5,0.0,5945461.5,6,True,False
C,M,20211001,2021,10,202110,818,EGY,Egypt,X,Export,124,CAN,Canada,0,W00,World,H4,HS,True,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1071.59,True,-1,,0,False,1071.59,True,0,False,0.0,60197190.01,60197190.01,6,False,True
C,M,20211001,2021,10,202110,854,BFA,Burkina Faso,X,Export,380,ITA,Italy,0,W00,World,H5,HS,True,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,20.0,False,8,kg,20,False,20.0,False,0,False,0.0,1153730.493,1153730.493,0,False,True
C,M,20211001,2021,10,202110,854,BFA,Burkina Faso,X,Export,699,IND,India,0,W00,World,H5,HS,True,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,807.0,False,8,kg,807,False,807.0,False,0,False,0.0,46507942.134,46507942.134,0,False,True
C,M,20211001,2021,10,202110,818,EGY,Egypt,X,Export,124,CAN,Canada,0,W00,World,H4,HS,True,710812,"Metals; gold, non-monetary, unwrought (but not powder)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1071.59,True,-1,,0,False,1071.59,True,0,False,0.0,60197190.01,60197190.01,6,True,False
C,M,20211001,2021,10,202110,854,BFA,Burkina Faso,X,Export,380,ITA,Italy,0,W00,World,H5,HS,True,710813,"Metals; gold, semi-manufactured",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,20.0,False,8,kg,20,False,20.0,False,0,False,0.0,1153730.493,1153730.493,0,True,False
C,M,20211001,2021,10,202110,854,BFA,Burkina Faso,X,Export,699,IND,India,0,W00,World,H5,HS,True,710813,"Metals; gold, semi-manufactured",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,807.0,False,8,kg,807,False,807.0,False,0,False,0.0,46507942.134,46507942.134,0,True,False
C,M,20211101,2021,11,202111,818,EGY,Egypt,M,Import,124,CAN,Canada,0,W00,World,H4,HS,True,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,97.281,True,-1,,0,False,97.281,True,0,False,5504901.5,0.0,5504901.5,6,False,True
C,M,20211101,2021,11,202111,818,EGY,Egypt,M,Import,276,DEU,Germany,0,W00,World,H4,HS,True,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,0.051,True,-1,,0,False,0.051,True,0,False,2851.964,0.0,2851.964,6,False,True
C,M,20211101,2021,11,202111,818,EGY,Egypt,M,Import,380,ITA,Italy,0,W00,World,H4,HS,True,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,0.009,True,-1,,0,False,0.009,True,0,False,404.98,0.0,404.98,6,False,True
C,M,20211101,2021,11,202111,818,EGY,Egypt,M,Import,276,DEU,Germany,0,W00,World,H4,HS,True,710811,"Metals; gold, non-monetary, powder",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,0.051,True,-1,,0,False,0.051,True,0,False,2851.964,0.0,2851.964,6,True,False
C,M,20211101,2021,11,202111,818,EGY,Egypt,M,Import,124,CAN,Canada,0,W00,World,H4,HS,True,710812,"Metals; gold, non-monetary, unwrought (but not powder)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,97.281,True,-1,,0,False,97.281,True,0,False,5504901.5,0.0,5504901.5,6,True,False
C,M,20211101,2021,11,202111,818,EGY,Egypt,M,Import,380,ITA,Italy,0,W00,World,H4,HS,True,710813,"Metals; gold, semi-manufactured",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,0.009,True,-1,,0,False,0.009,True,0,False,404.98,0.0,404.98,6,True,False
C,M,20211101,2021,11,202111,818,EGY,Egypt,X,Export,124,CAN,Canada,0,W00,World,H4,HS,True,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1104.187,True,-1,,0,False,1104.187,True,0,False,0.0,62028346.84,62028346.84,6,False,True
C,M,20211101,2021,11,202111,854,BFA,Burkina Faso,X,Export,380,ITA,Italy,0,W00,World,H5,HS,True,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,29.0,False,8,kg,29,False,29.0,False,0,False,0.0,1463457.39,1463457.39,0,False,True
C,M,20211101,2021,11,202111,854,BFA,Burkina Faso,X,Export,699,IND,India,0,W00,World,H5,HS,True,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,745.0,False,8,kg,745,False,745.0,False,0,False,0.0,43782449.141,43782449.141,0,False,True
C,M,20211101,2021,11,202111,818,EGY,Egypt,X,Export,124,CAN,Canada,0,W00,World,H4,HS,True,710812,"Metals; gold, non-monetary, unwrought (but not powder)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1104.187,True,-1,,0,False,1104.187,True,0,False,0.0,62028346.84,62028346.84,6,True,False
C,M,20211101,2021,11,202111,854,BFA,Burkina Faso,X,Export,380,ITA,Italy,0,W00,World,H5,HS,True,710813,"Metals; gold, semi-manufactured",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,29.0,False,8,kg,29,False,29.0,False,0,False,0.0,1463457.39,1463457.39,0,True,False
C,M,20211101,2021,11,202111,854,BFA,Burkina Faso,X,Export,699,IND,India,0,W00,World,H5,HS,True,710813,"Metals; gold, semi-manufactured",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,745.0,False,8,kg,745,False,745.0,False,0,False,0.0,43782449.141,43782449.141,0,True,False
C,M,20211201,2021,12,202112,818,EGY,Egypt,M,Import,124,CAN,Canada,0,W00,World,H4,HS,True,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,93.813,True,-1,,0,False,93.813,True,0,False,5308672.5,0.0,5308672.5,6,False,True
C,M,20211201,2021,12,202112,818,EGY,Egypt,M,Import,124,CAN,Canada,0,W00,World,H4,HS,True,710812,"Metals; gold, non-monetary, unwrought (but not powder)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,93.813,True,-1,,0,False,93.813,True,0,False,5308672.5,0.0,5308672.5,6,True,False
C,M,20211201,2021,12,202112,818,EGY,Egypt,X,Export,124,CAN,Canada,0,W00,World,H4,HS,True,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1022.565,True,-1,,0,False,1022.565,True,0,False,0.0,57443189.23,57443189.23,6,False,True
C,M,20211201,2021,12,202112,854,BFA,Burkina Faso,X,Export,699,IND,India,0,W00,World,H5,HS,True,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,959.0,False,8,kg,959,False,959.0,False,0,False,0.0,55202510.321,55202510.321,0,False,True
C,M,20211201,2021,12,202112,818,EGY,Egypt,X,Export,124,CAN,Canada,0,W00,World,H4,HS,True,710812,"Metals; gold, non-monetary, unwrought (but not powder)",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1022.565,True,-1,,0,False,1022.565,True,0,False,0.0,57443189.23,57443189.23,6,True,False
C,M,20211201,2021,12,202112,854,BFA,Burkina Faso,X,Export,699,IND,India,0,W00,World,H5,HS,True,710813,"Metals; gold, semi-manufactured",6,True,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,959.0,False,8,kg,959,False,959.0,False,0,False,0.0,55202510.321,55202510.321,0,True,False
